FieldID,Region,FieldArea_ha,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,PloughDepth_cm,PloughMethod,SoilAdjustment_kgLime,IrrigationAdvice,SeedAmount_kg,PlantSpacing_cm,Fertilizer_Basal_Urea_kg,Fertilizer_Basal_TSP_kg,Fertilizer_Basal_MOP_kg,WaterManagementAdvice_Stage4,TillerIncreaseTip,Fertilizer_2ndDose_Urea_kg,Fertilizer_2ndDose_TSP_kg,Fertilizer_2ndDose_MOP_kg,WaterControlAdvice_Stage5,WaterControlAdvice_Stage6,PesticideSuggestion,HumidityTarget_%,WaterLevelAdvice_Stage7,PredictedYield_kg_ha,HarvestingDate,FinalMoisture_%,PostHarvestAdvice
781,Intermediate Low,3.55,3.81,27.9,83.4,921.2,14,Chisel,447,Irrigate weekly,187.3,20,426.0,213.0,213.0,Keep flooded,Thin seedlings,170.4,102.24,85.2,Flood for 1 week,Reduce water pre-flowering,Fipronil,82.3,Maintain 3-5cm,5647.7,2026-02-20,13.1,Store under shade
782,Dry Low,1.6,5.18,29.2,88.4,917.7,12,Mouldboard,700,Irrigate weekly,87.8,21,192.0,115.2,96.0,Keep flooded,Increase spacing,76.8,46.08,38.4,Reduce water 2 days,Ensure moist soil,Fipronil,80.7,Maintain 3-5cm,5563.7,2026-02-24,13.1,Sun-dry 3 days
783,Dry Low,3.78,5.91,29.6,89.6,1157.7,12,Rotavator,755,Maintain 5cm water,200.1,19,453.6,272.16,226.8,Maintain 3-5cm water,Apply split N,181.44,90.72,90.72,Reduce water 2 days,Ensure moist soil,nan,83.8,Alternate wetting,5729.1,2026-02-21,14.5,Store under shade
784,Intermediate Low,3.98,7.25,27.7,75.7,1293.5,16,Mouldboard,499,Maintain 5cm water,223.5,21,477.6,238.8,238.8,Keep flooded,Thin seedlings,191.04,114.62,95.52,Maintain 5cm water,Reduce water pre-flowering,Fipronil,88.6,Shallow water 3 days,5499.2,2026-02-27,14.6,Sun-dry 3 days
785,Intermediate Low,4.93,4.75,29.1,80.3,2137.1,13,Mouldboard,612,Irrigate weekly,273.4,23,591.6,295.8,295.8,Alternate wetting,Increase spacing,236.64,141.98,118.32,Maintain 5cm water,Reduce water pre-flowering,nan,80.8,Alternate wetting,4241.2,2026-02-26,13.2,Sun-dry 3 days
786,Intermediate Low,1.84,4.5,28.7,78.2,1071.0,17,Mouldboard,701,Start irrigation after 3 days,103.9,23,220.8,132.48,110.4,Alternate wetting,Increase spacing,88.32,52.99,44.16,Reduce water 2 days,Ensure moist soil,nan,85.8,Maintain 3-5cm,5033.1,2026-02-20,15.8,Thresh immediately
787,Wet Low,4.3,6.12,27.9,86.3,875.0,14,Mouldboard,564,Irrigate weekly,225.2,21,516.0,309.6,258.0,Maintain 3-5cm water,Apply split N,206.4,103.2,103.2,Flood for 1 week,Ensure moist soil,Fipronil,87.0,Shallow water 3 days,4888.5,2026-02-27,15.2,Sun-dry 3 days
788,Intermediate Low,3.08,5.98,27.0,84.6,1469.8,12,Rotavator,799,Start irrigation after 3 days,178.0,18,369.6,184.8,184.8,Keep flooded,Apply split N,147.84,73.92,73.92,Maintain 5cm water,Ensure moist soil,Fipronil,84.8,Shallow water 3 days,4622.3,2026-02-19,15.4,Sun-dry 3 days
789,Dry Low,2.49,4.83,29.3,76.8,1507.9,16,Mouldboard,525,Irrigate weekly,129.5,21,298.8,179.28,149.4,Keep flooded,Increase spacing,119.52,59.76,59.76,Maintain 5cm water,Reduce water pre-flowering,Fipronil,82.6,Alternate wetting,5668.1,2026-02-22,14.8,Thresh immediately
790,Intermediate Low,1.49,7.21,30.4,82.3,1566.5,13,Chisel,701,Maintain 5cm water,80.4,22,178.8,107.28,89.4,Maintain 3-5cm water,Apply split N,71.52,35.76,35.76,Reduce water 2 days,Ensure moist soil,Fipronil,83.3,Maintain 3-5cm,4928.3,2026-02-19,15.0,Thresh immediately
791,Wet Low,3.94,6.88,28.1,85.3,2205.7,13,Chisel,520,Start irrigation after 3 days,220.9,22,472.8,236.4,236.4,Alternate wetting,Apply split N,189.12,113.47,94.56,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,80.7,Alternate wetting,4120.6,2026-02-27,14.2,Store under shade
792,Intermediate Low,1.94,4.4,27.7,86.7,966.6,13,Chisel,487,Maintain 5cm water,101.4,20,232.8,139.68,116.4,Maintain 3-5cm water,Increase spacing,93.12,46.56,46.56,Maintain 5cm water,Maintain shallow flooding,Fipronil,82.9,Maintain 3-5cm,4549.9,2026-02-28,15.0,Store under shade
793,Wet Low,2.49,4.46,31.4,75.3,1996.7,17,Mouldboard,616,Start irrigation after 3 days,130.7,19,298.8,149.4,149.4,Keep flooded,Thin seedlings,119.52,71.71,59.76,Flood for 1 week,Ensure moist soil,nan,80.4,Shallow water 3 days,4457.2,2026-02-28,15.9,Thresh immediately
794,Wet Low,1.25,5.55,28.4,88.4,1374.5,15,Rotavator,460,Start irrigation after 3 days,65.6,19,150.0,75.0,75.0,Keep flooded,Thin seedlings,60.0,30.0,30.0,Maintain 5cm water,Maintain shallow flooding,nan,87.3,Alternate wetting,5775.0,2026-02-22,14.9,Thresh immediately
795,Intermediate Low,4.21,6.59,28.1,83.5,1327.0,17,Rotavator,701,Start irrigation after 3 days,233.6,24,505.2,303.12,252.6,Maintain 3-5cm water,Increase spacing,202.08,121.25,101.04,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,89.0,Shallow water 3 days,5294.9,2026-02-26,14.0,Thresh immediately
796,Dry Low,4.07,3.68,31.3,87.2,2385.3,13,Rotavator,578,Start irrigation after 3 days,233.5,18,488.4,293.04,244.2,Alternate wetting,Thin seedlings,195.36,97.68,97.68,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,86.3,Maintain 3-5cm,5120.8,2026-02-22,13.9,Sun-dry 3 days
797,Wet Low,3.93,6.27,31.1,87.1,1222.4,16,Mouldboard,589,Maintain 5cm water,217.5,19,471.6,235.8,235.8,Alternate wetting,Increase spacing,188.64,94.32,94.32,Reduce water 2 days,Ensure moist soil,Fipronil,86.6,Shallow water 3 days,5013.3,2026-02-26,15.9,Sun-dry 3 days
798,Intermediate Low,2.2,6.09,29.2,77.8,1892.3,14,Rotavator,562,Start irrigation after 3 days,122.4,20,264.0,132.0,132.0,Maintain 3-5cm water,Increase spacing,105.6,52.8,52.8,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,84.7,Shallow water 3 days,5300.2,2026-02-24,13.6,Sun-dry 3 days
799,Intermediate Low,1.69,4.43,29.4,76.7,1267.7,17,Chisel,480,Irrigate weekly,91.4,22,202.8,121.68,101.4,Keep flooded,Apply split N,81.12,40.56,40.56,Reduce water 2 days,Maintain shallow flooding,Fipronil,81.6,Shallow water 3 days,5509.8,2026-02-27,15.4,Thresh immediately
800,Dry Low,3.55,6.23,28.1,85.8,1662.1,16,Rotavator,569,Irrigate weekly,185.0,18,426.0,213.0,213.0,Alternate wetting,Thin seedlings,170.4,102.24,85.2,Reduce water 2 days,Maintain shallow flooding,Fipronil,80.1,Alternate wetting,5108.8,2026-02-27,14.4,Store under shade
801,Wet Low,2.98,7.26,27.4,77.3,2136.7,13,Mouldboard,700,Start irrigation after 3 days,155.3,23,357.6,214.56,178.8,Maintain 3-5cm water,Increase spacing,143.04,71.52,71.52,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,83.4,Maintain 3-5cm,5876.6,2026-02-26,14.3,Store under shade
802,Wet Low,1.71,3.69,29.9,87.7,2298.9,14,Mouldboard,773,Maintain 5cm water,98.0,22,205.2,123.12,102.6,Keep flooded,Thin seedlings,82.08,49.25,41.04,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,87.5,Shallow water 3 days,5953.7,2026-02-27,15.2,Sun-dry 3 days
803,Intermediate Low,3.74,4.78,27.5,85.9,2225.8,12,Rotavator,595,Maintain 5cm water,196.8,20,448.8,224.4,224.4,Alternate wetting,Thin seedlings,179.52,107.71,89.76,Maintain 5cm water,Reduce water pre-flowering,nan,89.6,Shallow water 3 days,5990.7,2026-02-19,13.4,Sun-dry 3 days
804,Intermediate Low,4.96,5.25,29.2,87.6,1789.7,12,Mouldboard,602,Start irrigation after 3 days,287.7,18,595.2,357.12,297.6,Alternate wetting,Thin seedlings,238.08,119.04,119.04,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.3,Shallow water 3 days,5338.8,2026-02-27,14.4,Thresh immediately
805,Dry Low,3.99,7.1,31.7,79.5,1223.0,16,Rotavator,446,Maintain 5cm water,211.4,21,478.8,287.28,239.4,Maintain 3-5cm water,Increase spacing,191.52,95.76,95.76,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,83.7,Shallow water 3 days,5865.2,2026-02-28,13.1,Thresh immediately
806,Dry Low,3.96,7.35,31.8,79.7,1924.1,14,Rotavator,557,Maintain 5cm water,221.9,19,475.2,237.6,237.6,Keep flooded,Apply split N,190.08,95.04,95.04,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,84.5,Maintain 3-5cm,4809.0,2026-02-20,15.0,Store under shade
807,Wet Low,4.8,5.28,28.2,85.1,2006.8,16,Chisel,593,Maintain 5cm water,276.9,20,576.0,345.6,288.0,Alternate wetting,Thin seedlings,230.4,115.2,115.2,Maintain 5cm water,Reduce water pre-flowering,nan,84.3,Maintain 3-5cm,5719.2,2026-02-21,13.2,Store under shade
808,Wet Low,1.81,6.5,30.1,75.5,818.2,14,Mouldboard,678,Start irrigation after 3 days,98.1,18,217.2,108.6,108.6,Maintain 3-5cm water,Increase spacing,86.88,52.13,43.44,Flood for 1 week,Maintain shallow flooding,Fipronil,86.3,Alternate wetting,5818.3,2026-02-27,13.3,Thresh immediately
809,Intermediate Low,3.26,5.63,29.4,85.9,1546.7,14,Chisel,716,Irrigate weekly,183.9,22,391.2,195.6,195.6,Alternate wetting,Thin seedlings,156.48,93.89,78.24,Flood for 1 week,Ensure moist soil,nan,87.3,Maintain 3-5cm,5808.3,2026-02-26,15.5,Store under shade
810,Wet Low,4.92,5.65,31.4,87.5,2233.5,16,Mouldboard,668,Irrigate weekly,266.2,18,590.4,354.24,295.2,Keep flooded,Apply split N,236.16,118.08,118.08,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,87.8,Maintain 3-5cm,5661.7,2026-02-20,14.3,Store under shade
811,Dry Low,1.66,4.61,28.4,81.2,1632.3,14,Rotavator,598,Irrigate weekly,89.4,21,199.2,99.6,99.6,Alternate wetting,Thin seedlings,79.68,47.81,39.84,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,86.5,Shallow water 3 days,4813.2,2026-02-27,13.6,Sun-dry 3 days
812,Dry Low,3.8,4.37,27.0,86.5,1329.3,17,Mouldboard,623,Irrigate weekly,202.2,20,456.0,228.0,228.0,Keep flooded,Increase spacing,182.4,91.2,91.2,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,84.4,Alternate wetting,4317.8,2026-02-28,14.8,Thresh immediately
813,Intermediate Low,3.34,4.65,27.8,77.6,2282.1,13,Rotavator,662,Irrigate weekly,190.1,18,400.8,240.48,200.4,Alternate wetting,Thin seedlings,160.32,96.19,80.16,Flood for 1 week,Ensure moist soil,Fipronil,89.5,Alternate wetting,4667.9,2026-02-27,14.6,Thresh immediately
814,Dry Low,3.35,5.73,28.7,79.8,1065.0,14,Mouldboard,565,Maintain 5cm water,179.4,23,402.0,241.2,201.0,Alternate wetting,Thin seedlings,160.8,80.4,80.4,Flood for 1 week,Maintain shallow flooding,nan,87.1,Shallow water 3 days,5534.6,2026-02-24,14.2,Thresh immediately
815,Dry Low,3.79,3.62,28.6,89.6,1151.0,17,Chisel,579,Maintain 5cm water,203.5,20,454.8,272.88,227.4,Maintain 3-5cm water,Thin seedlings,181.92,109.15,90.96,Reduce water 2 days,Reduce water pre-flowering,nan,84.3,Alternate wetting,4465.8,2026-02-27,15.7,Sun-dry 3 days
816,Dry Low,4.72,7.13,31.0,89.8,1968.5,14,Chisel,591,Maintain 5cm water,273.7,20,566.4,339.84,283.2,Alternate wetting,Apply split N,226.56,113.28,113.28,Maintain 5cm water,Maintain shallow flooding,Fipronil,84.5,Maintain 3-5cm,4956.5,2026-02-25,15.2,Thresh immediately
817,Dry Low,4.13,4.13,30.4,82.7,1399.1,17,Rotavator,796,Start irrigation after 3 days,222.9,22,495.6,247.8,247.8,Keep flooded,Thin seedlings,198.24,99.12,99.12,Flood for 1 week,Maintain shallow flooding,nan,88.2,Alternate wetting,5130.8,2026-02-20,13.5,Store under shade
818,Intermediate Low,1.22,4.38,28.5,89.0,2012.1,16,Chisel,615,Maintain 5cm water,66.5,24,146.4,73.2,73.2,Maintain 3-5cm water,Increase spacing,58.56,29.28,29.28,Reduce water 2 days,Maintain shallow flooding,Fipronil,84.4,Shallow water 3 days,5207.7,2026-02-27,14.7,Sun-dry 3 days
819,Intermediate Low,4.41,5.57,29.3,82.8,1068.1,12,Rotavator,683,Irrigate weekly,255.5,19,529.2,264.6,264.6,Keep flooded,Thin seedlings,211.68,105.84,105.84,Reduce water 2 days,Maintain shallow flooding,Fipronil,85.2,Alternate wetting,5871.5,2026-02-24,13.3,Sun-dry 3 days
820,Wet Low,1.9,6.34,27.5,79.4,1228.9,15,Rotavator,751,Maintain 5cm water,103.0,24,228.0,136.8,114.0,Keep flooded,Thin seedlings,91.2,54.72,45.6,Maintain 5cm water,Ensure moist soil,nan,82.9,Alternate wetting,5323.0,2026-02-26,13.7,Thresh immediately
821,Dry Low,2.51,3.88,31.5,79.0,1066.3,14,Rotavator,506,Irrigate weekly,136.0,23,301.2,150.6,150.6,Maintain 3-5cm water,Thin seedlings,120.48,60.24,60.24,Reduce water 2 days,Reduce water pre-flowering,nan,88.4,Alternate wetting,5572.6,2026-02-23,15.7,Store under shade
822,Wet Low,2.85,4.77,31.7,88.9,2419.9,15,Mouldboard,497,Maintain 5cm water,162.4,21,342.0,205.2,171.0,Keep flooded,Apply split N,136.8,68.4,68.4,Flood for 1 week,Maintain shallow flooding,Fipronil,85.2,Shallow water 3 days,5163.8,2026-02-23,14.4,Thresh immediately
823,Intermediate Low,2.92,7.37,31.9,77.6,1489.2,14,Rotavator,767,Irrigate weekly,157.3,18,350.4,210.24,175.2,Alternate wetting,Increase spacing,140.16,84.1,70.08,Reduce water 2 days,Reduce water pre-flowering,nan,85.5,Maintain 3-5cm,5667.2,2026-02-20,15.7,Store under shade
824,Intermediate Low,2.74,4.55,31.3,83.7,1373.3,16,Chisel,629,Maintain 5cm water,146.3,24,328.8,197.28,164.4,Maintain 3-5cm water,Thin seedlings,131.52,78.91,65.76,Maintain 5cm water,Ensure moist soil,Fipronil,88.8,Alternate wetting,4527.3,2026-02-19,13.5,Thresh immediately
825,Intermediate Low,4.75,4.75,27.9,83.3,824.1,16,Mouldboard,656,Irrigate weekly,259.1,19,570.0,285.0,285.0,Alternate wetting,Increase spacing,228.0,114.0,114.0,Maintain 5cm water,Reduce water pre-flowering,nan,89.2,Maintain 3-5cm,4419.8,2026-02-26,13.6,Store under shade
826,Intermediate Low,3.82,6.85,27.2,86.1,1060.8,17,Chisel,442,Irrigate weekly,214.7,22,458.4,229.2,229.2,Alternate wetting,Increase spacing,183.36,110.02,91.68,Reduce water 2 days,Ensure moist soil,nan,88.2,Maintain 3-5cm,5852.6,2026-02-27,14.1,Store under shade
827,Intermediate Low,3.52,3.7,29.9,82.5,1515.9,14,Rotavator,641,Start irrigation after 3 days,184.0,19,422.4,253.44,211.2,Keep flooded,Apply split N,168.96,101.38,84.48,Flood for 1 week,Reduce water pre-flowering,nan,80.7,Maintain 3-5cm,5387.0,2026-02-23,14.1,Store under shade
828,Intermediate Low,1.2,5.36,31.6,79.1,916.5,16,Rotavator,441,Maintain 5cm water,65.1,20,144.0,86.4,72.0,Keep flooded,Increase spacing,57.6,28.8,28.8,Reduce water 2 days,Reduce water pre-flowering,nan,84.4,Alternate wetting,5343.1,2026-02-27,15.2,Sun-dry 3 days
829,Intermediate Low,4.62,5.02,27.9,77.5,1668.3,16,Chisel,494,Irrigate weekly,249.8,20,554.4,332.64,277.2,Alternate wetting,Thin seedlings,221.76,110.88,110.88,Maintain 5cm water,Maintain shallow flooding,nan,83.4,Maintain 3-5cm,4934.6,2026-02-19,14.8,Thresh immediately
830,Dry Low,4.64,4.77,27.0,84.3,1573.5,14,Mouldboard,653,Maintain 5cm water,248.1,21,556.8,334.08,278.4,Maintain 3-5cm water,Apply split N,222.72,111.36,111.36,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,82.1,Alternate wetting,4753.4,2026-02-27,14.7,Thresh immediately
831,Wet Low,4.12,4.64,31.0,85.8,2104.2,17,Chisel,587,Irrigate weekly,230.4,23,494.4,247.2,247.2,Alternate wetting,Apply split N,197.76,98.88,98.88,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,89.1,Alternate wetting,5111.4,2026-02-24,14.8,Thresh immediately
832,Intermediate Low,1.03,3.87,27.4,83.5,1921.7,17,Rotavator,784,Start irrigation after 3 days,55.4,18,123.6,61.8,61.8,Alternate wetting,Increase spacing,49.44,24.72,24.72,Flood for 1 week,Maintain shallow flooding,nan,88.9,Alternate wetting,4241.1,2026-02-27,15.2,Sun-dry 3 days
833,Dry Low,1.23,4.76,29.1,86.1,1558.1,17,Mouldboard,706,Start irrigation after 3 days,68.4,18,147.6,88.56,73.8,Keep flooded,Apply split N,59.04,35.42,29.52,Reduce water 2 days,Reduce water pre-flowering,nan,84.7,Maintain 3-5cm,4909.4,2026-02-22,15.7,Store under shade
834,Dry Low,1.9,3.67,30.4,77.1,1181.9,17,Rotavator,799,Start irrigation after 3 days,104.5,22,228.0,114.0,114.0,Keep flooded,Increase spacing,91.2,54.72,45.6,Flood for 1 week,Maintain shallow flooding,nan,81.3,Alternate wetting,4910.7,2026-02-20,14.2,Sun-dry 3 days
835,Wet Low,1.53,6.62,28.2,88.2,2035.7,12,Rotavator,566,Start irrigation after 3 days,81.6,21,183.6,110.16,91.8,Alternate wetting,Increase spacing,73.44,36.72,36.72,Reduce water 2 days,Reduce water pre-flowering,Fipronil,80.1,Shallow water 3 days,5076.7,2026-02-26,15.4,Sun-dry 3 days
836,Intermediate Low,2.6,5.09,27.4,83.7,2003.4,14,Chisel,670,Irrigate weekly,139.4,18,312.0,187.2,156.0,Alternate wetting,Apply split N,124.8,62.4,62.4,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.4,Shallow water 3 days,5269.4,2026-02-20,14.5,Store under shade
837,Wet Low,4.69,5.28,30.9,76.9,1060.6,12,Rotavator,524,Maintain 5cm water,248.7,23,562.8,337.68,281.4,Keep flooded,Thin seedlings,225.12,112.56,112.56,Flood for 1 week,Maintain shallow flooding,Fipronil,80.4,Shallow water 3 days,5914.6,2026-02-20,15.2,Thresh immediately
838,Intermediate Low,2.89,7.07,30.2,81.9,2355.1,16,Chisel,560,Start irrigation after 3 days,151.3,20,346.8,208.08,173.4,Alternate wetting,Increase spacing,138.72,69.36,69.36,Flood for 1 week,Ensure moist soil,Chlorpyrifos,86.1,Alternate wetting,5304.3,2026-02-24,15.6,Sun-dry 3 days
839,Dry Low,1.05,6.13,31.9,87.7,909.5,12,Mouldboard,486,Start irrigation after 3 days,58.5,21,126.0,63.0,63.0,Keep flooded,Apply split N,50.4,30.24,25.2,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,86.1,Shallow water 3 days,5767.5,2026-02-19,13.1,Store under shade
840,Dry Low,2.13,3.53,28.7,88.5,893.6,17,Rotavator,708,Start irrigation after 3 days,119.4,19,255.6,153.36,127.8,Alternate wetting,Apply split N,102.24,61.34,51.12,Flood for 1 week,Reduce water pre-flowering,nan,89.0,Alternate wetting,5112.6,2026-02-25,14.6,Store under shade
841,Dry Low,1.18,7.27,27.3,79.0,1118.5,16,Rotavator,625,Maintain 5cm water,62.5,24,141.6,70.8,70.8,Maintain 3-5cm water,Increase spacing,56.64,28.32,28.32,Reduce water 2 days,Maintain shallow flooding,nan,81.9,Alternate wetting,5253.9,2026-02-26,16.0,Thresh immediately
842,Dry Low,1.15,4.45,30.7,85.7,2346.1,12,Mouldboard,544,Irrigate weekly,64.0,24,138.0,82.8,69.0,Maintain 3-5cm water,Increase spacing,55.2,33.12,27.6,Maintain 5cm water,Ensure moist soil,Fipronil,83.7,Alternate wetting,4139.7,2026-02-25,14.5,Store under shade
843,Wet Low,2.1,3.93,29.6,76.5,1684.0,12,Chisel,744,Irrigate weekly,121.6,21,252.0,151.2,126.0,Alternate wetting,Increase spacing,100.8,60.48,50.4,Flood for 1 week,Ensure moist soil,Fipronil,88.6,Maintain 3-5cm,4266.5,2026-02-24,15.6,Store under shade
844,Intermediate Low,2.1,6.57,28.1,75.5,2139.5,14,Rotavator,647,Irrigate weekly,110.1,21,252.0,126.0,126.0,Keep flooded,Increase spacing,100.8,50.4,50.4,Flood for 1 week,Ensure moist soil,nan,84.7,Shallow water 3 days,5159.3,2026-02-23,13.6,Store under shade
845,Intermediate Low,4.15,5.5,30.9,83.4,1187.3,12,Mouldboard,761,Irrigate weekly,228.0,23,498.0,249.0,249.0,Alternate wetting,Thin seedlings,199.2,99.6,99.6,Maintain 5cm water,Maintain shallow flooding,nan,80.6,Alternate wetting,4791.4,2026-02-19,14.8,Thresh immediately
846,Wet Low,4.9,5.24,28.0,85.4,1633.4,16,Rotavator,405,Maintain 5cm water,276.4,23,588.0,294.0,294.0,Alternate wetting,Thin seedlings,235.2,141.12,117.6,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,81.1,Shallow water 3 days,5597.6,2026-02-21,15.6,Thresh immediately
847,Intermediate Low,2.48,4.5,28.3,86.9,1409.1,17,Chisel,430,Maintain 5cm water,129.6,18,297.6,178.56,148.8,Keep flooded,Thin seedlings,119.04,71.42,59.52,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,88.1,Shallow water 3 days,5086.4,2026-02-20,14.3,Store under shade
848,Dry Low,2.72,5.69,27.5,80.1,2207.3,14,Chisel,596,Maintain 5cm water,154.1,24,326.4,195.84,163.2,Alternate wetting,Thin seedlings,130.56,78.34,65.28,Maintain 5cm water,Maintain shallow flooding,nan,87.4,Maintain 3-5cm,5764.6,2026-02-27,14.5,Store under shade
849,Intermediate Low,4.38,4.6,29.0,75.1,838.4,12,Chisel,631,Start irrigation after 3 days,253.5,22,525.6,262.8,262.8,Keep flooded,Apply split N,210.24,126.14,105.12,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,88.8,Shallow water 3 days,5944.7,2026-02-20,13.2,Thresh immediately
850,Dry Low,2.07,7.11,29.1,82.2,1214.5,14,Chisel,695,Maintain 5cm water,108.7,22,248.4,124.2,124.2,Alternate wetting,Increase spacing,99.36,49.68,49.68,Flood for 1 week,Maintain shallow flooding,Fipronil,81.2,Alternate wetting,4295.3,2026-02-23,13.1,Thresh immediately
851,Wet Low,1.63,4.36,29.6,75.2,1059.4,15,Mouldboard,724,Irrigate weekly,92.8,23,195.6,117.36,97.8,Keep flooded,Apply split N,78.24,46.94,39.12,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,87.6,Alternate wetting,4789.7,2026-02-20,14.4,Thresh immediately
852,Intermediate Low,4.41,7.04,30.5,76.4,2260.6,14,Rotavator,534,Maintain 5cm water,239.3,18,529.2,317.52,264.6,Alternate wetting,Apply split N,211.68,105.84,105.84,Flood for 1 week,Ensure moist soil,nan,86.6,Shallow water 3 days,5330.0,2026-02-25,15.5,Sun-dry 3 days
853,Wet Low,1.19,5.74,31.5,79.9,1594.8,17,Mouldboard,412,Start irrigation after 3 days,62.9,18,142.8,71.4,71.4,Maintain 3-5cm water,Thin seedlings,57.12,34.27,28.56,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,82.3,Shallow water 3 days,4611.0,2026-02-20,15.8,Thresh immediately
854,Intermediate Low,3.48,6.81,27.7,81.6,1487.2,15,Chisel,403,Irrigate weekly,191.3,18,417.6,208.8,208.8,Keep flooded,Apply split N,167.04,100.22,83.52,Flood for 1 week,Maintain shallow flooding,nan,89.7,Maintain 3-5cm,4534.1,2026-02-23,15.0,Store under shade
855,Dry Low,3.25,6.35,27.3,79.2,1564.1,15,Chisel,577,Maintain 5cm water,170.4,23,390.0,234.0,195.0,Maintain 3-5cm water,Thin seedlings,156.0,78.0,78.0,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,85.7,Alternate wetting,5627.5,2026-02-23,15.5,Thresh immediately
856,Wet Low,2.38,6.29,27.1,83.7,2452.3,14,Chisel,633,Irrigate weekly,131.2,22,285.6,171.36,142.8,Keep flooded,Increase spacing,114.24,57.12,57.12,Flood for 1 week,Reduce water pre-flowering,Fipronil,89.1,Shallow water 3 days,5960.8,2026-02-28,15.2,Store under shade
857,Intermediate Low,2.26,4.8,27.7,75.8,2245.5,16,Chisel,658,Irrigate weekly,117.8,18,271.2,162.72,135.6,Keep flooded,Thin seedlings,108.48,65.09,54.24,Reduce water 2 days,Reduce water pre-flowering,Fipronil,88.6,Shallow water 3 days,5547.6,2026-02-19,15.1,Store under shade
858,Dry Low,4.09,4.44,30.3,77.2,2000.8,17,Rotavator,539,Maintain 5cm water,230.6,23,490.8,294.48,245.4,Keep flooded,Increase spacing,196.32,117.79,98.16,Flood for 1 week,Reduce water pre-flowering,nan,83.3,Alternate wetting,5047.4,2026-02-25,15.3,Store under shade
859,Wet Low,1.35,4.34,30.6,85.4,1293.8,16,Chisel,464,Maintain 5cm water,74.2,19,162.0,97.2,81.0,Keep flooded,Thin seedlings,64.8,32.4,32.4,Reduce water 2 days,Reduce water pre-flowering,nan,85.4,Shallow water 3 days,4885.0,2026-02-28,14.5,Thresh immediately
860,Wet Low,1.95,6.93,30.9,77.1,1080.8,17,Rotavator,682,Start irrigation after 3 days,106.8,19,234.0,117.0,117.0,Alternate wetting,Apply split N,93.6,56.16,46.8,Reduce water 2 days,Reduce water pre-flowering,nan,84.3,Maintain 3-5cm,5079.3,2026-02-25,14.4,Thresh immediately
861,Intermediate Low,3.93,6.78,28.2,84.6,2366.4,17,Chisel,762,Maintain 5cm water,209.0,20,471.6,282.96,235.8,Alternate wetting,Apply split N,188.64,94.32,94.32,Flood for 1 week,Ensure moist soil,Chlorpyrifos,87.1,Shallow water 3 days,4925.7,2026-02-25,13.5,Thresh immediately
862,Intermediate Low,3.19,5.26,28.5,75.8,1519.2,16,Rotavator,705,Maintain 5cm water,172.8,19,382.8,191.4,191.4,Keep flooded,Thin seedlings,153.12,76.56,76.56,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,85.9,Shallow water 3 days,5005.8,2026-02-26,15.5,Thresh immediately
863,Intermediate Low,1.51,4.03,29.4,81.1,1273.9,13,Rotavator,604,Maintain 5cm water,80.2,21,181.2,108.72,90.6,Alternate wetting,Increase spacing,72.48,43.49,36.24,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,87.8,Maintain 3-5cm,4406.9,2026-02-28,13.1,Thresh immediately
864,Dry Low,4.53,5.03,27.3,77.7,1600.6,15,Chisel,416,Irrigate weekly,255.5,20,543.6,326.16,271.8,Keep flooded,Increase spacing,217.44,130.46,108.72,Reduce water 2 days,Reduce water pre-flowering,Fipronil,80.1,Maintain 3-5cm,5807.5,2026-02-25,13.8,Sun-dry 3 days
865,Intermediate Low,2.57,5.98,30.1,76.6,2360.3,14,Mouldboard,599,Start irrigation after 3 days,136.7,19,308.4,185.04,154.2,Keep flooded,Thin seedlings,123.36,61.68,61.68,Maintain 5cm water,Reduce water pre-flowering,nan,86.9,Maintain 3-5cm,5509.1,2026-02-22,14.6,Thresh immediately
